Query	UserId	Lenth	templateId	templateText	etalon	lem_etalon	score
Добрый, как правильно отразить в учете санаторные путевки, по сч.50.3?	9198755	10	527909	Организация вправе самостоятельно приобрести путевки сотрудникам. Подробнее смотрите https://vip.1gl.ru/#/document/16/130756/actual/	путевки санаторные	путевка санаторный	0.9974297285079956
Как правильно оприходовать пожертвование в виде основного средства? Бухгалтерские проводки	19379206	10	0				0.0
подскажите пожалуйста а/м штрафы ГИБДД не учитываются для уменьшения налогообложения?	600232	10	0				0.0
если аннулировали реализации, и нарушили нумерацию счет фактур, какие последствия?	3006822	10	439694	Специальных правил нумерации счетов-фактур в НК нет. Далее см. https://vip.1gl.ru/#/document/86/118730/actual/	если нарушена нумерация счетов-фактур на реализацию	нарушать нумерация счет фактура реализация	0.9981722831726074
как составить и сдать уведомление по енп с 1 октября	9317806	10	0				0.0
Добрый день. Шаблон приказа на проведение текущего ремонта арендованного имущества	6630538	10	496664	В рамках договора аренды арендатор может проводить текущий и капитальный ремонт. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/129003/actual/	расходы на ремонт арендованного имущества приказ	расход ремонт арендовать имущество приказ	0.9996057748794556
Добрый день. к какой амортизационной группе отнести оборудование для производства	3389895	10	545844	Амортизационные группы обязательны только для целей налога на прибыль, чтобы определить срок полезного использования для амортизации. Подробнее см. https://vip.1gl.ru/#/document/16/134215/actual/	к какой амортизационной группе отнести компьютер	какой амортизационный группа относить компьютер	0.9939982891082764
Добрый день! Как выплатить дивиденды за 2022 год в текущем?	2248842	10	0				0.0
как составить и сдать уведомление по енп с 01 октября	188266	10	0				0.0
Добрый вечер. Если ИП на ОСН. как заполнить 3 ндфл?	242780	10	506963	Срок сдачи декларации 3-НДФЛ за 2022 год: 2 мая 2023 года.Куда сдавать: в ИФНС.Форма: форма декларации изменилась. Читайте подробнее https://vip.1gl.ru/#/document/86/549423/actual/	3 ндфл ип на осн 2022	3 ндфл ипать осна 2022	0.9982857704162598
Добрый день. Сроки сдачи отчетности при реорганизации в форме присоединения	10899032	10	524750	До даты завершения присоединения предшественник составляет заключительную отчетность. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/587204/actual/	сроки сдачи отчетности при реорганизации в форме присоединения	срок сдача отчетность реорганизация форма присоединение	0.9998693466186523
При покупке авиабилетов самозанятым Юр.лицо (сторона договора) должно удерживать НДФЛ?	4451331	10	522554	Сделки с самозанятым гражданином оформляйте с учетом общих требований ГК (п. 1 ст. 158, п. 1 ст. 161 ГК, п. 1 письма ФНС от 20.02.2019 № СД-4-3/2899). Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/584511/actual/	договор юр лица на услуги с самозанятым	договор юр лицо услуга с самозанимать	0.9992763996124268
Как составить и сдать уведомление по ЕНП с 01.10.23 г.?	10925874	10	560202	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее в материале https://vip.1gl.ru/#/document/16/139905/actual/	как составить и сдать уведомление по ЕНП	составлять и сдавать уведомление енп	0.9971498250961304
как составить и сдать уведомление по ЕНП с 1 октября	3857040	10	0				0.0
Добрый день. Подскажите проводки вклада в имущество от другой организации	1575741	10	553986	Вклад в имущество увеличивает добавочный капитал организации-получателя. Подробнее смотрите https://vip.1gl.ru/#/document/86/635019/actual/	вклад в имущество организации проводки	вклад имущество организация проводка	0.9987543821334839
к какой категории относится квадроцикл снегоблотоход при расчете транспортного налога	19093440	10	538801	Организации рассчитывают транспортный налог самостоятельно и платят его на ЕНС. Подробнее в материале https://vip.1gl.ru/#/document/16/131507/actual/	расчет транспортного налога	расчет транспортный налог	0.9978540539741516
Добрый день! надо заполнить форму - требуется Единый казначейский счет	623278	10	0				0.0
Здравствуйте.Электронный счет-фактура отправлен позже, чем выставлен: когда возможен вычет НДС	1900357	10	562255	Счета-фактуры можно выставлять не только на бумаге, но и в электронном виде. Далее читайте https://vip.1gl.ru/#/document/16/141324/actual/	электронный счет-фактура когда можно принять вычет по ндс	электронный счет фактура когда можно принимать вычет ндс	0.9983051419258118
как составить и сдать уведомление по енп с 1 октября	4598816	10	0				0.0
взаимозачет проводится по К-т займы за выполненные работы по Д-ту	20661498	10	479039	Юридическое лицо должно заключить договор займа в письменной форме. Смотрите подробнее https://vip.1gl.ru/#/document/16/126744/actual/	взаимозачет займа учредителя	взаимозачет заем учредитель	0.9971556663513184
здравствуйте, вышлите пожалуйста образец заполнения платежного поручения оплаты услуг самозанятому	14750921	10	0				0.0
Добрый день. Вопрос: нужен ли путевой лист на электропогрузчик ?	4084612	10	0				0.0
Добрый день! Как в 1С настроить вкладку ведение налогового учета	20168879	10	0				0.0
Добрый, выдан валютный займ нерезиденту на каком счете вести учет,58?	9198755	10	540432	При выдаче беспроцентного денежного займа у заимодавца расходов в налоговом учете и бухучете не возникает. Подробнее в материале https://vip.1gl.ru/#/document/86/610536/actual/	на каком счете учитывать беспроцентный выданный займ	какой счет учитывать беспроцентный выдавать заем	0.9960907697677612
Добрый день. Какие документы необходимы для получения патента гражданину Таджикистана?	13463437	10	0				0.0
покупка автомобиля в лизинг июль 2023г., бухгалтерский и налоговый учет	9509351	10	543000	В бухучете отражайте покупку автомобиля в лизинг по правилам ФСБУ 25/2018. Подробнее в материале https://vip.1gl.ru/#/document/86/579243/actual/	покупка автомобиля в лизинг налоговый и бухгалтерский учет	покупка автомобиль лизинг налоговый и бухгалтерский учет	0.999876856803894
Здравствуйте,по какому КБК платить фиксированные платежи на ИП в 2023году?	1644146	10	563707	В 2023 году налоги и взносы перечисляют на новый КБК единого налогового платежа. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/141658/actual/	кбк фиксированных платежей ип	кбк фиксировать платеж ипать	0.9958007335662842
Добрый день, подскажите пожалуйста какой минимальный срок амортизации для автомобиля?	4547120	10	525481	Чтобы определить срок полезного использования для амортизации в налоговом учете, ориентируйтесь на ОКОФ ОК 013-2014 (СНС 2008). Подробнее в материале https://vip.1gl.ru/#/document/16/134215/actual/	срок амортизации автомобиля	срок амортизация автомобиль	0.9978440403938293
Здравствуйте. Образец пут листов с 1 сентября для грузовых авто	3118013	10	553017	Форму путевого листа на бумаге нужно разработать и утвердить самостоятельно. Подробнее см. https://vip.1gl.ru/#/document/86/633195/actual/	образец заполнение путевых листов грузового авто	образец заполнение путевой лист грузовой авто	0.9985361695289612
с какой строке отчета РСВ увидеть среднесписочную на 01.10.2022 года?	6596658	10	524258	Среднесписочную численность в РСВ укажите в поле «Среднесписочная численность» на титульном листе за тот период, за который сдаете расчет. Далее читайте https://vip.1gl.ru/#/document/86/586526/actual/	рассчитать среднесписочную численность для рсв за 2022 год	рассчитать среднесписочный численность рсв 2022 год	0.9990384578704834
Здравствуйте! Уведомления по начисленным фиксированным взносам ИП не подаём же?	532717	10	552456	Подавать уведомление для ЕНП по фиксированным страховым взносам, которые ИП платит за себя, не надо. Подробнее см. https://vip.1gl.ru/#/document/86/631875/actual/	нужно ли ип подавать уведомления на фиксированные взносы	ипать подавать уведомление фиксировать взнос	0.9947800040245056
Добрый день!Может ли некоммерческая организация применять налоговый режим АУСН ?	12063470	10	502422	С 1 января 2023 года на АУСН могут перейти новые и действующие организации и ИП. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/130138/actual/	налоговый режим аусн что такое	налоговый режим аусна	0.9981855154037476
Добрый день. Подскажите, пожалуйста, как учитывать госпошлину на вилочный погрузчик?	7210456	10	415796	При расчете налога на прибыль и на упрощенке расходы на ГСМ нормировать необязательно, если компания не относится к автотранспортным организациям. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/273862/actual/	норма расхода топлива для вилочного погрузчика	норма расход топливо вилочный погрузчик	0.008949621580541134
добрый день. образец приказа по отпуску по беременности и родам	471463	10	0				0.0
Добрый день, какие ограничения - лимиты по патенту? розничная торговля	1859095	10	502134	Переводится ли розница на патент в вашем регионе, смотрите в законе субъекта. Смотрите подробнее https://vip.1gl.ru/#/document/86/545490/actual/	патент на розничную торговлю	патент розничный торговля	0.9970433712005615
Здравствуйте.при приобретении ОС обязательно указывать ликвидационную стоимость. или можно поставить-0.	17105777	10	431460	Предполагается, что по истечении срока полезного использования объект списывают и ликвидируют или продают. Читайте подробнее https://vip.1gl.ru/#/document/86/315083/actual/	ликвидационная стоимость ос	ликвидационный стоимость ос	0.9980165958404541
Здравствуйте! Подскажите платежки со статусом 02 отменили с какого времени?	3465255	10	0				0.0
Добрый день! может ли самозанятый сдавать в аренду нежилое помещение?	1997906	10	503172	Перейти на уплату налога на профессиональный доход можно, если физлицо или ИП реализует продукцию собственного производства, выполняет работы или оказывает услуги. Далее см. https://vip.1gl.ru/#/document/86/547919/actual/	может ли самозанятый сдавать в аренду нежилое помещение	самозанимать сдавать аренда нежилой помещение	0.9999611377716064
Как заполнить путевой лист с 1 сентября 2023 года	20369075	9	0				0.0
пособие при постановке на учет в ранние сроки беременности	2451274	9	0				0.0
Добрый день! На какой срок можно оформлять командировку максимальный?	3279453	9	526264	С 10 марта 2023 года при отсутствии проездных документов определите срок командировки на основании договора с гостиницей по месту командирования и кассового чека либо бланка строгой отчетности. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/589642/actual/	на какой срок можно отправить в командировку	какой срок можно командировка	0.9992060661315918
какой перечень расходов принимается при УСН доходы минут расходы	6637724	9	497969	 На упрощенке с объектом «доходы» можно уменьшить налог на налоговый вычет, при объекте «доходы минус расходы» — снизить облагаемую базу на сумму своих затрат. Смотрите подробнее https://vip.1gl.ru/#/document/16/129243/actual/	усн доходы-расходы перечень расходов	усна доход расход перечень расход	0.9962865114212036
Что лучше оформить с директором нна использование личного авто	6069441	9	513054	Размер компенсации за использование личного автомобиля официально не установлен. Далее читайте https://vip.1gl.ru/#/document/86/567793/actual/	размеры компенсации за использование личного авто	размер компенсация использование личный авто	0.9973129034042358
"День добрый""В каких случаях в уведомлении показываются отрицательные суммы"	2786706	9	555455	Отрицательные уведомления для ЕНП формируют, когда авансовый платеж за отчетный период меньше аванса за предыдущий период (п. 9 ст. 58 НК). Далее читайте https://vip.1gl.ru/#/document/86/633122/actual/	уведомление по усно если за 2 квартал сумма отрицательная	уведомление усно 2 квартал сумма отрицательный	0.9977960586547852
прием на работу сотрудника, который ранее утерял трудовую книжку	2777097	9	0				0.0
Здравствуйте! Заплатили пени. Как их учитывать правильно отржаать ЕНП?	1738620	9	544547	Чтобы заплатить пени по налогам и страховым взносам в ИФНС, нужно перечислить ЕНП на ЕНС. Читайте подробнее https://vip.1gl.ru/#/document/86/617643/actual/	заплатить пени	заплатить пеня	0.997605562210083
Добрый день! Каким образом нумеруются корректировочные и исправительные счета-фактуры?	5338701	9	562429	В рекомендации — в каких случаях обязательно выставлять корректировочный счет-фактуру и как заполнить документ. Подробнее в материале https://vip.1gl.ru/#/document/16/141341/actual/	исправительная и корректировочная счет фактуры	исправительный и корректировочный счет фактура	0.9992272853851318
проживаю на территории днр паспорт украина какой процент подох.налога	19018172	9	541043	Принимайте на работу граждан ДНР, ЛНР, Херсонской и Запорожской областей независимо от того, есть ли у них гражданство РФ или нет. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/563791/actual/	прием на работу граждан украины на территории лнр, днр российским предприятием	прием работа гражданин украина территория лнр днр российский предприятие	0.9985193610191345
можно ли учесть в расходах гсм без путевых листов	229703	9	0				0.0
Можно ли учитывать консультационные услуги в расходах по УСН?	17189714	9	497998	При УСН с объектом «доходы» не учитывают расходы на консультационные услуги (п. 1 ст. 346.18 НК). Подробнее см. https://vip.1gl.ru/#/document/86/535831/actual/	как учесть в расходах усн консультационные услуги	учитывать расход усна консультационный услуга	0.9996281266212463
Здравствуйте, на какой счет расходов закрыть госпошлину для суда?	17829882	9	482476	Чтобы госорганы внесли сведения в реестры, изготовили документы, зарегистрировали сделку, нужно платить госпошлину. Читайте подробнее https://vip.1gl.ru/#/document/16/63671/actual/	госпошлина по решению суда расходы	госпошлина решение суд расход	0.9993754625320435
Здравствуйте! Скажите пожалуйста какие виды услуг попадают под патент?	448688	9	502142	Предприниматель вправе перейти на ПСН по видам деятельности, которые указаны в региональном законе. Смотрите подробнее https://vip.1gl.ru/#/document/16/130098/actual/	какие виды деятельности попадают под патент	какой вид деятельность попадать патент	0.9938292503356934
как составить уведомление по енп с 01 октября 2023	5172478	9	0				0.0
За какой предыдущий период проводит ФНС при выездной проверке	341516	9	0				0.0
Добрый день. Премии непроизводственного характера входят в средний заработок?	600239	9	534244	Из рекомендации узнаете, как учесть разовые, квартальные, годовые премии при расчете среднего заработка, а также сколько премий за один и тот же показатель можно включить в расчет. Подробнее см. https://vip.1gl.ru/#/document/16/56797/actual/	премии непроизводственного характера в среднем заработке	премия непроизводственный характер среднее заработок	0.9945111870765686
ККТ при продаже объекта недвижимости от лица ИП физлицам	2127595	9	477251	ККТ нужно применять при расчетах наличными или при безналичных платежах, в том числе при расчетах с гражданами. Далее см. https://vip.1gl.ru/#/document/86/497921/actual/	продажа автомобиля физлицу ккт	продажа автомобиль физлицо ккт	0.9968550205230713
Добрый день. Вопрос такой. Может ли ИП быть самозанятым??	755277	9	503185	Любой предприниматель вправе встать на учет в качестве плательщика налога на профессиональный доход (ст. 5, п. 4 ст. 15 Закона от 27.11.2018 № 422-ФЗ). Смотрите подробнее https://vip.1gl.ru/#/document/12/455092/actual/	может-ли ип быть самозанятым	ипать быть самозанимать	0.9998412132263184
Добрый день, нужна иформация по Военному учету для ИП	1929451	9	550182	Чтобы организовать и вести воинский учет в организации, сначала определите количество и обязанности сотрудников, которые будут вести учет. Подробнее смотрите https://vip.1gl.ru/#/document/16/139563/actual/	военный учет	военный учет	0.9755884408950806
Здравствуйте не могу найти онлайн расчетчик компенсации при увольнении	2410885	9	420879	Определить количество дней ежегодного отпуска в зависимости от стажа, дату его окончания, сумму отпускных и срок их выплаты можно при помощи калькуляторов. Подробнее в материале https://vip.1gl.ru/#/document/16/118787/actual/	онлайн расчетчик компенсации при увольнении	онлайн расчетчик компенсация увольнение	0.9949971437454224
Добрый день! Для прослеживаемости товара обязательно получить электронную СФ?	2154284	9	478798	Если покупатель перечисляет аванс, продавец выставляет ему счет-фактуру на полученную сумму. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/74954/actual/	бланк сф на аванс полученный	бланк сф аванс получать	0.01138448528945446
Доброе Утро!!! Подскажите как правильно уволить человека за прогулы?	2364559	9	445674	Чтобы уволить сотрудника за прогул, составьте акт об отсутствии на работе и направьте сотруднику уведомление с просьбой объяснить причины своего отсутствия. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/113022/actual/	как уволить человека за прогулы	увольнять человек прогул	0.9990285038948059
Добрый день. Как снизить выплаты по налогам и взносам	6827718	9	100000079	Вот ссылка по вашему вопросу https://links.action-media.ru/n5mc	как снизить налоги и взносы	снижать налог и взнос	0.9983298778533936
соглашение об уступке права собственности авто лизинга физ лицу	20523904	9	532000	Переуступку прав по лизингу автомобиля оформите и учтите как цессию. Далее читайте https://vip.1gl.ru/#/document/86/595379/actual/	уступка прав требования авто по лизингу физическому лицу	уступка правый требование авто лизинг физический лицо	0.9980064630508423
Здравствуйте! Подскажите как оформить единовременное пособие на рождение ребенка.	3815972	9	516453	Единовременное пособие при рождении ребенка СФР назначит сам. Подробнее в материале https://vip.1gl.ru/#/document/86/573204/actual/	единовременное пособие на рождение ребенка	единовременный пособие рождение ребенок	0.9996953010559082
Здравствуйте. Какими проводками отразить выход участника из состава учредителей?	4524827	9	505716	ООО при выходе участника выплачивает ему действительную стоимость доли. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/130827/actual/	выход из состава учредителей	выход состав учредитель	0.9992676973342896
Добрый день, нужно заявление на возврат госпошлины в налоговую.	792924	9	563347	Форма и формат заявления о возврате госпошлины направляемого в налоговый орган, утверждены приказом ФНС от 30.11.2022 № ЕД-7-8/1133@. Подробнее смотрите https://vip.1gl.ru/#/document/86/651653/actual/	заявление на возврат госпошлины в налоговую	заявление возврат госпошлина налоговый	0.999846875667572
как изменится работа с эцп с 1 сентября 2023г	8530574	9	0				0.0
Добрый день помогите составить платежку на ЕНС за июль	1795471	9	537406	В справочнике — актуальные образцы платежек на 2023 год с правилами заполнения. Читайте подробнее https://vip.1gl.ru/#/document/16/137290/actual/	платежка енс	платежок енс	0.9995442628860474
Пример уведомления об исчисленных суммах налогов за август 2023	751980	9	552431	В каждом месяце свой перечень налогов и взносов, по которым нужно сдать уведомление. Далее читайте https://vip.1gl.ru/#/document/16/139905/actual/	уведомление об исчисленных суммах налогов пример за январь	уведомление исчислять сумма налог пример январь	0.9995522499084473
Добрый день! Прошу выслать комплект регламентов для работы бухгалтерии	9500754	9	100000084	Вот ссылка по вашему вопросу https://links.action-media.ru/n95e	Комплект регламента для бухгалтерии	комплект регламент бухгалтерия	0.9993974566459656
Добрый день, подскажите пожалуйста как сменить директора в ООО.	16210087	9	0				0.0
Добрый день! В августе нужно подавать уведомление по НДС?	2190517	9	552435	В каждом месяце свой перечень налогов и взносов, по которым нужно сдать уведомление. Подробнее смотрите https://vip.1gl.ru/#/document/16/139905/actual/	уведомление по налогам, которое нужно подать в августе	уведомление налог который подавать август	0.9997189044952393
нужно ли подавать нулевые уведомления по ндфл и страх.взносам?	18215849	9	552456	Подавать уведомление для ЕНП по фиксированным страховым взносам, которые ИП платит за себя, не надо. Подробнее см. https://vip.1gl.ru/#/document/86/631875/actual/	надо ли подавать уведомление на фиксированные страх взносы за 2023	подавать уведомление фиксированный страх взнос 2023	0.9942646026611328
Добрый день . Как составить уведомление по транспортному налогу	5162088	9	552458	По транспортному налогу нужно сдавать уведомление для ЕНП. Смотрите подробнее https://vip.1gl.ru/#/document/86/631881/actual/	как правильно составить уведомление по транспортному налогу	составлять уведомление транспортный налог	0.999589204788208
Доверенность на право подписи документов за генерального директора образец	290271	9	0				0.0
Здравствуйте. Подскажите, пожалуйста, к какой амортизационной группе относится сервер	1696621	9	545844	Амортизационные группы обязательны только для целей налога на прибыль, чтобы определить срок полезного использования для амортизации. Подробнее см. https://vip.1gl.ru/#/document/16/134215/actual/	к какой амортизационной группе относится сервер	какой амортизационный группа относиться сервер	0.998673677444458
Как перечислять НДФЛ с превышения 15% на единый счет?	9975031	9	494803	Доходы свыше 5 млн руб. облагают по повышенной ставке НДФЛ в размере 15 процентов. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/128935/actual/	зарплата ндфл с превышения 15%	зарплата ндфл с превышение 15	0.9988793134689331
что из банкетного обслуживания входит в представительские расходы ?	7791634	9	419738	К представительским расходам можно отнести затраты:на официальный прием и (или) обслуживание (в том числе буфетное) представителей других организаций, а также официальных лиц самой организации;транспортное обеспечение доставки к месту проведения представительского мероприятия и (или) заседания руководящего органа и обратно;оплату услуг переводчиков (не состоящих в штате организации) во время представительских мероприятий. Подробнее смотрите https://vip.1gl.ru/#/document/86/295323/actual/	что входит в состав представительских расходов	входить состав представительский расход	0.9995142221450806
Добрый день, можно директору- учредителю не начислять зарплату ?	5380493	9	511933	Если директор работает в компании по трудовому договору, ему нужно платить зарплату. Подробнее в материале https://vip.1gl.ru/#/document/86/565908/actual/	может ли директор не получать зарплату если он учредитель	директор не получать зарплата он учредитель	0.9982508420944214
Добрый день. Подскажите, пожалуйста, как правильно подать уточненное уведомление	1590629	9	552424	При ошибке в уведомлении об исчисленных налогах и взносах, направьте в налоговую инспекцию новое уведомление с верными реквизитами. Далее читайте https://vip.1gl.ru/#/document/86/631835/actual/	как подавать уточненное уведомление	подавать уточнять уведомление	0.9986510276794434
Добрый день. Подскажите с 2023г сроки оплаты страховых взносов	12741875	9	0				0.0
добрый день, выплата по ГПХ договору какими налогами облагается?	136876	9	505045	Любой договор, который заключили по правилам ГК, признается гражданско-правовым. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/130708/actual/	какими взносами облагается гпх	какой взнос облагаться гпх	0.9994772672653198
Добрый день. Подскажите как законно снизить налоги и взносы?	5711773	9	466510	В спецпроекте – способы налоговой экономии, которые чаще всего используют на практике компании и ИП, чтобы сэкономить на страховых взносах и НДФЛ, НДС, налоге на прибыль и налоге на имущество, а также по налогу на УСН. Далее читайте https://vip.1gl.ru/#/document/16/124211/actual/	как законно снизить налоги и взносы	законно снижать налог и взнос	0.999609649181366
образец уведомления по обособленному подразделению в части уплаты ндфл	9282826	9	557413	Чтобы платить региональную часть налога на прибыль через одно ответственное обособленное подразделение, подайте письменные уведомления в налоговые инспекции всех подразделений, которые имеют отношение к новому порядку уплаты (п. 2 ст. 288 НК). Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/636083/actual/	уплата налога на прибыль по обособленным подразделениям уведомление	уплата налог прибыль обособленный подразделение уведомление	0.9985525608062744
