Query	UserId	Lenth	templateId	templateText	etalon	lem_etalon	score	LemQuery	LenQuery	LenEtalon
Добрый день! Подскажите, пожалуйста, предприятие на УСН налог на землю платит?	5484540	11	524684	Земельный налог платят организации на УСН, которые владеют земельными участками на праве собственности, праве постоянного пользования или праве пожизненного наследуемого владения (ст. 389 НК). Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/310455/actual/	усн налог на землю	усна налог земля	0.996643900871277	предприятие усна налог земля платить	5	3
то есть РСВ (если период год) подавать правопреемнику за год нужно?	2658445	11	531935	Уточненный РСВ сдавайте по той же форме, что и первичный. Далее см. https://vip.1gl.ru/#/document/16/136398/actual/	корректировка рсв за 2023 год в 2023 году надо ли подать уведомление	корректировка рсв 2023 год 2023 год подавать уведомление	0.999112844467163	быть рсв период год подавать правопреемник год	7	8
Добрый день. вопрос как удерживаются алименты с больничного который перечисляет ФСС?	3198921	11	497864	С пособий по временной нетрудоспособности удерживать деньги можно по любым исполнительным документам. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/535683/actual/	удерживаются алименты с больничного	удерживаться алименты с больничный	0.999534785747528	удерживаться алименты с больничный который перечислять фсс	7	4
Здравствуйте! Нужно ли сдавать нулевые уведомления по страховым взносам и НДФЛ?	3025432	11	552470	Уведомление для ЕНП сдавайте по страховым взносам, которые администрирует ФНС. Далее см. https://vip.1gl.ru/#/document/86/631887/actual/	нулевые уведомления по страховым взносам	нулевой уведомление страховой взнос	0.997594237327576	сдавать нулевой уведомление страховой взнос и ндфл	7	4
Какой период ставить в уведомлении если ндфл был отправлен 28.07.2023г. август?	1796716	11	557421	Срок подачи уведомления об исчисленных налогах и взносах в ИФНС — 25-е число месяца, в котором установлен срок уплаты. Подробнее в материале https://vip.1gl.ru/#/document/16/140559/actual/	какой период по ндфл ставить в уведомлении	какой период ндфл ставить уведомление	0.999046683311462	какой период ставить уведомление ндфл быть 28 07 2023г август	10	5
Доброго дня, по договору ГПХ страховые взносы платятся в каком размере?	402882	11	505045	Любой договор, который заключили по правилам ГК, признается гражданско-правовым. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/130708/actual/	размер взносов по договору гпх	размер взнос договор гпх	0.999062538146973	договор гпх страховой взнос платиться какой размер	7	4
Добрый день! Как отразить в бухгалтерском учете суточные, начисленные сверх нормы	18003452	11	530047	Порядок и размер суточных, в том числе при зарубежной командировке, работодатель может установить самостоятельно. Смотрите подробнее https://vip.1gl.ru/#/document/16/128440/actual/	суточные сверх норм в 2023	суточный сверх норма 2023	0.999163269996643	отражать бухгалтерский учет суточный начислять сверх норма	7	4
Здравствуйте!Надо ли отправлять уведомление при УСН(15%) за полугодие 2023,если аванса нет?	12347403	11	552453	Уведомление по УСН подавайте только в тех месяцах, когда наступают сроки уплаты авансовых платежей. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/631871/actual/	нужно ли подавать уведомление по усн, если аванса нет	подавать уведомление усна аванс нет	0.997612953186035	уведомление усна 15 полугодие 2023 аванс нет	7	5
Можно ли с обеспечительного платежа ОСНО (ООО) не платить авансовый НДС?	20437863	11	500306	Получатель обеспечительного платежа обязан начислить НДС с его суммы, если одновременно соблюдены условия:договор предусматривает зачет платежа в счет оплаты реализованных товаров, работ, услуг;реализация товаров, работ или услуг по договору облагается НДС.НДС начисляют на дату поступления денег. Смотрите подробнее https://vip.1gl.ru/#/document/86/541948/actual/	обеспечительный платеж нужно ли платить ндс	обеспечительный платеж платить ндс	0.997167706489563	с обеспечительный платеж осно ооо не платить авансовый ндс	9	4
Включается ли в расходы по ЕСХН сумма уплаченного в бюджет НДС?	915927	11	19650	Расходы на зарплату, отпускные, премии и, в определенных случаях, материальную помощь можно учесть в расходах при упрощенке «доходы минус расходы». Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/103406/actual/	включаются ли расходы по зарплате на усн	включаться ли расход зарплата усна	0.0056272931396961	включаться ли расход есхн сумма уплачивать бюджет ндс	8	5
И такой вопрос, отдали на благотворительность продукцию, нужно ли начислять НДС	423857	11	504988	НДС. Если помогаете деньгами, НДС не возникает, поскольку нет объекта обложения (п. 1 ст. 146 НК). Далее см. https://vip.1gl.ru/#/document/16/130694/actual/	ндс и благотворительность	ндс и благотворительность	0.999190926551819	и отдавать благотворительность продукция начислять ндс	6	3
Добрый день, я задавала вопрос по услугам фитнес центра, ответа нет	20188864	11	498596	Возмещать сотрудникам затраты на занятия спортом в клубах и секциях можно в качестве одного из мероприятий по улучшению охраны и условий труда. Далее см. https://vip.1gl.ru/#/document/16/129342/actual/	оплата услуг фитнес-центра для сотрудников	оплата услуга фитнес центр сотрудник	0.999509453773499	я задавать услуга фитнес центр ответ нет	7	5
Добрый день! Мы импортеры шин, надо ли нам платить экологический сбор	18317419	11	537110	Чтобы отчитаться об уплате экосбора нужно заполнить форму расчета экосбора. Смотрите подробнее https://vip.1gl.ru/#/document/86/566755/actual/	отчет импортера по экологическому сбору	отчет импортер экологический сбор	0.99926221370697	мы импортер шина мы платить экологический сбор	7	4
При выставлении контрагентом исправительной счет-фактуры надо ли предоставляться исправительную накладную (ТОРГ-12)?	8785292	11	561214	В рекомендации – когда исправлять счет-фактуру, кто должен исправить, по какой форме или формату выставлять и как исправить документ. Подробнее в материале https://vip.1gl.ru/#/document/16/141140/actual/	исправительные счета фактуры	исправительный счет фактура	0.995611250400543	выставление контрагент исправительный счет фактура предоставляться исправительный накладная торг 12	10	3
Добрый день. На какой срок может учредитель дать организации беспроцентный займ?	215377	11	479038	Размер процентов можно указать в договоре. Смотрите подробнее https://vip.1gl.ru/#/document/86/500144/actual/	под какой процент может дать займ учредитель	какой процент мочь давать заем учредитель	0.999110043048859	какой срок мочь учредитель давать организация беспроцентный заем	8	6
добрый день. Подскажите пожалуйста новые реквизиты для перечисления Единого налогового платежа	7594240	11	537414	Правила заполнения всех реквизитов платежки по ЕНП с учетом новых правил, утвержденных приказом Минфина от 30.12.2022 № 199н, — в таблице ниже. Подробнее в материале https://vip.1gl.ru/#/document/16/137290/actual/	реквизиты единого налогового платежа	реквизит единый налоговый платеж	0.999017000198364	новый реквизит перечисление единый налоговый платеж	6	4
Добрый день. Нужно ли удерживать алименты с аванса в 2023 году?	10899032	11	497858	С 2023 года алименты и другие долги по исполнительным листам удерживайте при каждой выплате зарплаты или иного дохода. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/535670/actual/	нужно ли удерживать алименты с аванса в 2023 году	удерживать алименты с аванс 2023 год	0.999906480312347	удерживать алименты с аванс 2023 год	6	6
Как применять правильно вычет по ндс в течении трёх летнего срока	19109740	11	519294	Покупатель вправе принять к вычету НДС с перечисленного аванса в квартале, в котором получил счет-фактуру на аванс. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/578543/actual/	в течении какого срока ндс по авансам принять к вычету	течение какой срок ндс аванс принимать вычет	0.234201312065125	применять правильно вычет ндс течение три летний срок	8	7
Добрый день. Не могу понять ,обязательно ли самозанятому автоперевозчику быть ИП?	4499177	11	503185	Любой предприниматель вправе встать на учет в качестве плательщика налога на профессиональный доход (ст. 5, п. 4 ст. 15 Закона от 27.11.2018 № 422-ФЗ). Смотрите подробнее https://vip.1gl.ru/#/document/12/455092/actual/	ип может быть самозанятым	ипать мочь быть самозанимать	0.99875682592392	не мочь понимать обязательно ли самозанимать автоперевозчик быть ипать	9	4
Здравствуйте. Подскажите, пожалуйста, какой размер компенсации на автомобиль можно выделить сотруднику.	566931	11	513054	Размер компенсации за использование личного автомобиля официально не установлен. Далее читайте https://vip.1gl.ru/#/document/86/567793/actual/	размер компенсации за использование автомобиля	размер компенсация использование автомобиль	0.999134063720703	какой размер компенсация автомобиль можно выделять сотрудник	7	4
добрый день! подскажите пож-та что можно оплачивать с корпоративной карты ООО?	19644448	11	532333	Карта может быть дебетовой или кредитной (п. 1.5 положения ЦБ от 24.12.2004 № 266-П). Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/599738/actual/	что такое корпоративная карта	корпоративный карта	0.998834609985352	можно оплачивать с корпоративный карта ооо	6	2
Какие документы должен предоставить самозанятый при заключении договора с ним?	18647111	10	522554	Сделки с самозанятым гражданином оформляйте с учетом общих требований ГК (п. 1 ст. 158, п. 1 ст. 161 ГК, п. 1 письма ФНС от 20.02.2019 № СД-4-3/2899). Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/584511/actual/	какие документы должен предоставить самозанятый	какой документ должный предоставлять самозанимать	0.999757826328278	какой документ должный предоставлять самозанимать заключение договор с он	9	5
Здравствуйте. Скажите пожалуйста какой код окз установить менеджеру по снабжению.	20463506	10	513487	Укажите в графе 6 кодовое обозначение выполняемой функции. Далее см. https://vip.1gl.ru/#/document/86/524144/actual/	код окз менеджер	код окз менеджер	0.997795343399048	какой код окз устанавливать менеджер снабжение	6	3
Добрый, как правильно отразить в учете санаторные путевки, по сч.50.3?	9198755	10	527909	Организация вправе самостоятельно приобрести путевки сотрудникам. Подробнее смотрите https://vip.1gl.ru/#/document/16/130756/actual/	путевки санаторные	путевка санаторный	0.997429728507996	правильно отражать учет санаторный путевка сч 50 3	8	2
если аннулировали реализации, и нарушили нумерацию счет фактур, какие последствия?	3006822	10	439694	Специальных правил нумерации счетов-фактур в НК нет. Далее см. https://vip.1gl.ru/#/document/86/118730/actual/	если нарушена нумерация счетов-фактур на реализацию	нарушать нумерация счет фактура реализация	0.998172283172607	аннулировать реализация и нарушать нумерация счет фактура какой последствие	9	5
Добрый день. Шаблон приказа на проведение текущего ремонта арендованного имущества	6630538	10	496664	В рамках договора аренды арендатор может проводить текущий и капитальный ремонт. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/129003/actual/	расходы на ремонт арендованного имущества приказ	расход ремонт арендовать имущество приказ	0.999605774879456	шаблон приказ проведение текущий ремонт арендовать имущество	7	5
Добрый день. к какой амортизационной группе отнести оборудование для производства	3389895	10	545844	Амортизационные группы обязательны только для целей налога на прибыль, чтобы определить срок полезного использования для амортизации. Подробнее см. https://vip.1gl.ru/#/document/16/134215/actual/	к какой амортизационной группе отнести компьютер	какой амортизационный группа относить компьютер	0.993998289108276	какой амортизационный группа относить оборудование производство	6	5
Добрый вечер. Если ИП на ОСН. как заполнить 3 ндфл?	242780	10	506963	Срок сдачи декларации 3-НДФЛ за 2022 год: 2 мая 2023 года.Куда сдавать: в ИФНС.Форма: форма декларации изменилась. Читайте подробнее https://vip.1gl.ru/#/document/86/549423/actual/	3 ндфл ип на осн 2022	3 ндфл ипать осна 2022	0.99828577041626	ипать осна заполнять 3 ндфл	5	5
Добрый день. Сроки сдачи отчетности при реорганизации в форме присоединения	10899032	10	524750	До даты завершения присоединения предшественник составляет заключительную отчетность. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/587204/actual/	сроки сдачи отчетности при реорганизации в форме присоединения	срок сдача отчетность реорганизация форма присоединение	0.999869346618652	срок сдача отчетность реорганизация форма присоединение	6	6
При покупке авиабилетов самозанятым Юр.лицо (сторона договора) должно удерживать НДФЛ?	4451331	10	522554	Сделки с самозанятым гражданином оформляйте с учетом общих требований ГК (п. 1 ст. 158, п. 1 ст. 161 ГК, п. 1 письма ФНС от 20.02.2019 № СД-4-3/2899). Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/584511/actual/	договор юр лица на услуги с самозанятым	договор юр лицо услуга с самозанимать	0.999276399612427	покупка авиабилет самозанимать юр лицо сторона договор должно удерживать ндфл	10	6
Как составить и сдать уведомление по ЕНП с 01.10.23 г.?	10925874	10	560202	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее в материале https://vip.1gl.ru/#/document/16/139905/actual/	как составить и сдать уведомление по ЕНП	составлять и сдавать уведомление енп	0.99714982509613	составлять и сдавать уведомление енп с 01 10 23 г	10	5
Добрый день. Подскажите проводки вклада в имущество от другой организации	1575741	10	553986	Вклад в имущество увеличивает добавочный капитал организации-получателя. Подробнее смотрите https://vip.1gl.ru/#/document/86/635019/actual/	вклад в имущество организации проводки	вклад имущество организация проводка	0.998754382133484	проводка вклад имущество другой организация	5	4
к какой категории относится квадроцикл снегоблотоход при расчете транспортного налога	19093440	10	538801	Организации рассчитывают транспортный налог самостоятельно и платят его на ЕНС. Подробнее в материале https://vip.1gl.ru/#/document/16/131507/actual/	расчет транспортного налога	расчет транспортный налог	0.997854053974152	какой категория относиться квадроцикл снегоблотоход расчет транспортный налог	8	3
Здравствуйте.Электронный счет-фактура отправлен позже, чем выставлен: когда возможен вычет НДС	1900357	10	562255	Счета-фактуры можно выставлять не только на бумаге, но и в электронном виде. Далее читайте https://vip.1gl.ru/#/document/16/141324/actual/	электронный счет-фактура когда можно принять вычет по ндс	электронный счет фактура когда можно принимать вычет ндс	0.998305141925812	электронный счет фактура поздно чем выставлять когда возможный вычет ндс	10	8
взаимозачет проводится по К-т займы за выполненные работы по Д-ту	20661498	10	479039	Юридическое лицо должно заключить договор займа в письменной форме. Смотрите подробнее https://vip.1gl.ru/#/document/16/126744/actual/	взаимозачет займа учредителя	взаимозачет заем учредитель	0.997155666351318	взаимозачет проводиться т заем выполнять работа д тот	8	3
Добрый, выдан валютный займ нерезиденту на каком счете вести учет,58?	9198755	10	540432	При выдаче беспроцентного денежного займа у заимодавца расходов в налоговом учете и бухучете не возникает. Подробнее в материале https://vip.1gl.ru/#/document/86/610536/actual/	на каком счете учитывать беспроцентный выданный займ	какой счет учитывать беспроцентный выдавать заем	0.996090769767761	выдавать валютный заем нерезидент какой счет вести учет 58	9	6
покупка автомобиля в лизинг июль 2023г., бухгалтерский и налоговый учет	9509351	10	543000	В бухучете отражайте покупку автомобиля в лизинг по правилам ФСБУ 25/2018. Подробнее в материале https://vip.1gl.ru/#/document/86/579243/actual/	покупка автомобиля в лизинг налоговый и бухгалтерский учет	покупка автомобиль лизинг налоговый и бухгалтерский учет	0.999876856803894	покупка автомобиль лизинг июль 2023г бухгалтерский и налоговый учет	9	7
Здравствуйте,по какому КБК платить фиксированные платежи на ИП в 2023году?	1644146	10	563707	В 2023 году налоги и взносы перечисляют на новый КБК единого налогового платежа. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/141658/actual/	кбк фиксированных платежей ип	кбк фиксировать платеж ипать	0.995800733566284	какой кбк платить фиксировать платеж ипать 2023году	7	4
Добрый день, подскажите пожалуйста какой минимальный срок амортизации для автомобиля?	4547120	10	525481	Чтобы определить срок полезного использования для амортизации в налоговом учете, ориентируйтесь на ОКОФ ОК 013-2014 (СНС 2008). Подробнее в материале https://vip.1gl.ru/#/document/16/134215/actual/	срок амортизации автомобиля	срок амортизация автомобиль	0.997844040393829	какой минимальный срок амортизация автомобиль	5	3
Здравствуйте. Образец пут листов с 1 сентября для грузовых авто	3118013	10	553017	Форму путевого листа на бумаге нужно разработать и утвердить самостоятельно. Подробнее см. https://vip.1gl.ru/#/document/86/633195/actual/	образец заполнение путевых листов грузового авто	образец заполнение путевой лист грузовой авто	0.998536169528961	образец путы лист с 1 сентябрь грузовой авто	8	6
с какой строке отчета РСВ увидеть среднесписочную на 01.10.2022 года?	6596658	10	524258	Среднесписочную численность в РСВ укажите в поле «Среднесписочная численность» на титульном листе за тот период, за который сдаете расчет. Далее читайте https://vip.1gl.ru/#/document/86/586526/actual/	рассчитать среднесписочную численность для рсв за 2022 год	рассчитать среднесписочный численность рсв 2022 год	0.999038457870483	с какой строка отчет рсв увидеть среднесписочный 01 10 2022 год	11	6
Здравствуйте! Уведомления по начисленным фиксированным взносам ИП не подаём же?	532717	10	552456	Подавать уведомление для ЕНП по фиксированным страховым взносам, которые ИП платит за себя, не надо. Подробнее см. https://vip.1gl.ru/#/document/86/631875/actual/	нужно ли ип подавать уведомления на фиксированные взносы	ипать подавать уведомление фиксировать взнос	0.994780004024506	уведомление начислять фиксировать взнос ипать не подавать же	8	5
Добрый день!Может ли некоммерческая организация применять налоговый режим АУСН ?	12063470	10	502422	С 1 января 2023 года на АУСН могут перейти новые и действующие организации и ИП. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/130138/actual/	налоговый режим аусн что такое	налоговый режим аусна	0.998185515403748	некоммерческий организация применять налоговый режим аусна	6	3
Добрый день. Подскажите, пожалуйста, как учитывать госпошлину на вилочный погрузчик?	7210456	10	415796	При расчете налога на прибыль и на упрощенке расходы на ГСМ нормировать необязательно, если компания не относится к автотранспортным организациям. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/273862/actual/	норма расхода топлива для вилочного погрузчика	норма расход топливо вилочный погрузчик	0.0089496215805411	учитывать госпошлина вилочный погрузчик	4	5
Добрый день, какие ограничения - лимиты по патенту? розничная торговля	1859095	10	502134	Переводится ли розница на патент в вашем регионе, смотрите в законе субъекта. Смотрите подробнее https://vip.1gl.ru/#/document/86/545490/actual/	патент на розничную торговлю	патент розничный торговля	0.997043371200562	какой ограничение лимит патент розничный торговля	6	3
Здравствуйте.при приобретении ОС обязательно указывать ликвидационную стоимость. или можно поставить-0.	17105777	10	431460	Предполагается, что по истечении срока полезного использования объект списывают и ликвидируют или продают. Читайте подробнее https://vip.1gl.ru/#/document/86/315083/actual/	ликвидационная стоимость ос	ликвидационный стоимость ос	0.998016595840454	приобретение ос обязательно указывать ликвидационный стоимость или можно поставлять 0	10	3
Добрый день! может ли самозанятый сдавать в аренду нежилое помещение?	1997906	10	503172	Перейти на уплату налога на профессиональный доход можно, если физлицо или ИП реализует продукцию собственного производства, выполняет работы или оказывает услуги. Далее см. https://vip.1gl.ru/#/document/86/547919/actual/	может ли самозанятый сдавать в аренду нежилое помещение	самозанимать сдавать аренда нежилой помещение	0.999961137771606	самозанимать сдавать аренда нежилой помещение	5	5
Добрый день! На какой срок можно оформлять командировку максимальный?	3279453	9	526264	С 10 марта 2023 года при отсутствии проездных документов определите срок командировки на основании договора с гостиницей по месту командирования и кассового чека либо бланка строгой отчетности. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/589642/actual/	на какой срок можно отправить в командировку	какой срок можно командировка	0.999206066131592	какой срок можно оформлять командировка максимальный	6	4
какой перечень расходов принимается при УСН доходы минут расходы	6637724	9	497969	 На упрощенке с объектом «доходы» можно уменьшить налог на налоговый вычет, при объекте «доходы минус расходы» — снизить облагаемую базу на сумму своих затрат. Смотрите подробнее https://vip.1gl.ru/#/document/16/129243/actual/	усн доходы-расходы перечень расходов	усна доход расход перечень расход	0.996286511421204	какой перечень расход приниматься усна доход минута расход	8	5
Что лучше оформить с директором нна использование личного авто	6069441	9	513054	Размер компенсации за использование личного автомобиля официально не установлен. Далее читайте https://vip.1gl.ru/#/document/86/567793/actual/	размеры компенсации за использование личного авто	размер компенсация использование личный авто	0.997312903404236	хорошо оформлять с директор нна использование личный авто	8	5
"День добрый""В каких случаях в уведомлении показываются отрицательные суммы"	2786706	9	555455	Отрицательные уведомления для ЕНП формируют, когда авансовый платеж за отчетный период меньше аванса за предыдущий период (п. 9 ст. 58 НК). Далее читайте https://vip.1gl.ru/#/document/86/633122/actual/	уведомление по усно если за 2 квартал сумма отрицательная	уведомление усно 2 квартал сумма отрицательный	0.997796058654785	день какой случай уведомление показываться отрицательный сумма	7	6
Здравствуйте! Заплатили пени. Как их учитывать правильно отржаать ЕНП?	1738620	9	544547	Чтобы заплатить пени по налогам и страховым взносам в ИФНС, нужно перечислить ЕНП на ЕНС. Читайте подробнее https://vip.1gl.ru/#/document/86/617643/actual/	заплатить пени	заплатить пеня	0.997605562210083	заплатить пеня они учитывать правильно отржаать енп	7	2
Добрый день! Каким образом нумеруются корректировочные и исправительные счета-фактуры?	5338701	9	562429	В рекомендации — в каких случаях обязательно выставлять корректировочный счет-фактуру и как заполнить документ. Подробнее в материале https://vip.1gl.ru/#/document/16/141341/actual/	исправительная и корректировочная счет фактуры	исправительный и корректировочный счет фактура	0.999227285385132	какой образ нумероваться корректировочный и исправительный счет фактура	8	5
проживаю на территории днр паспорт украина какой процент подох.налога	19018172	9	541043	Принимайте на работу граждан ДНР, ЛНР, Херсонской и Запорожской областей независимо от того, есть ли у них гражданство РФ или нет. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/563791/actual/	прием на работу граждан украины на территории лнр, днр российским предприятием	прием работа гражданин украина территория лнр днр российский предприятие	0.998519361019135	проживать территория днр паспорт украина какой процент подыхать налог	9	9
Можно ли учитывать консультационные услуги в расходах по УСН?	17189714	9	497998	При УСН с объектом «доходы» не учитывают расходы на консультационные услуги (п. 1 ст. 346.18 НК). Подробнее см. https://vip.1gl.ru/#/document/86/535831/actual/	как учесть в расходах усн консультационные услуги	учитывать расход усна консультационный услуга	0.999628126621246	учитывать консультационный услуга расход усна	5	5
Здравствуйте, на какой счет расходов закрыть госпошлину для суда?	17829882	9	482476	Чтобы госорганы внесли сведения в реестры, изготовили документы, зарегистрировали сделку, нужно платить госпошлину. Читайте подробнее https://vip.1gl.ru/#/document/16/63671/actual/	госпошлина по решению суда расходы	госпошлина решение суд расход	0.999375462532043	какой счет расход закрывать госпошлина суд	6	4
Здравствуйте! Скажите пожалуйста какие виды услуг попадают под патент?	448688	9	502142	Предприниматель вправе перейти на ПСН по видам деятельности, которые указаны в региональном законе. Смотрите подробнее https://vip.1gl.ru/#/document/16/130098/actual/	какие виды деятельности попадают под патент	какой вид деятельность попадать патент	0.993829250335693	какой вид услуга попадать патент	5	5
Добрый день. Премии непроизводственного характера входят в средний заработок?	600239	9	534244	Из рекомендации узнаете, как учесть разовые, квартальные, годовые премии при расчете среднего заработка, а также сколько премий за один и тот же показатель можно включить в расчет. Подробнее см. https://vip.1gl.ru/#/document/16/56797/actual/	премии непроизводственного характера в среднем заработке	премия непроизводственный характер среднее заработок	0.994511187076569	премия непроизводственный характер входить средний заработок	6	5
ККТ при продаже объекта недвижимости от лица ИП физлицам	2127595	9	477251	ККТ нужно применять при расчетах наличными или при безналичных платежах, в том числе при расчетах с гражданами. Далее см. https://vip.1gl.ru/#/document/86/497921/actual/	продажа автомобиля физлицу ккт	продажа автомобиль физлицо ккт	0.996855020523071	ккт продажа объект недвижимость лицо ипать физлицо	7	4
Добрый день. Вопрос такой. Может ли ИП быть самозанятым??	755277	9	503185	Любой предприниматель вправе встать на учет в качестве плательщика налога на профессиональный доход (ст. 5, п. 4 ст. 15 Закона от 27.11.2018 № 422-ФЗ). Смотрите подробнее https://vip.1gl.ru/#/document/12/455092/actual/	может-ли ип быть самозанятым	ипать быть самозанимать	0.999841213226318	ипать быть самозанимать	3	3
Добрый день, нужна иформация по Военному учету для ИП	1929451	9	550182	Чтобы организовать и вести воинский учет в организации, сначала определите количество и обязанности сотрудников, которые будут вести учет. Подробнее смотрите https://vip.1gl.ru/#/document/16/139563/actual/	военный учет	военный учет	0.975588440895081	иформация военный учет ипать	4	2
Здравствуйте не могу найти онлайн расчетчик компенсации при увольнении	2410885	9	420879	Определить количество дней ежегодного отпуска в зависимости от стажа, дату его окончания, сумму отпускных и срок их выплаты можно при помощи калькуляторов. Подробнее в материале https://vip.1gl.ru/#/document/16/118787/actual/	онлайн расчетчик компенсации при увольнении	онлайн расчетчик компенсация увольнение	0.994997143745422	онлайн расчетчик компенсация увольнение	4	4
Добрый день! Для прослеживаемости товара обязательно получить электронную СФ?	2154284	9	478798	Если покупатель перечисляет аванс, продавец выставляет ему счет-фактуру на полученную сумму. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/74954/actual/	бланк сф на аванс полученный	бланк сф аванс получать	0.0113844852894545	прослеживаемость товар обязательно получать электронный сф	6	4
Доброе Утро!!! Подскажите как правильно уволить человека за прогулы?	2364559	9	445674	Чтобы уволить сотрудника за прогул, составьте акт об отсутствии на работе и направьте сотруднику уведомление с просьбой объяснить причины своего отсутствия. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/113022/actual/	как уволить человека за прогулы	увольнять человек прогул	0.999028503894806	увольнять человек прогул	3	3
